Date,State,Negative,Positive,Total Samples
19-08-2020,Assam,,84317,1860208
20-08-2020,Assam,,86052,1894584
21-08-2020,Assam,,87908,1930764
22-08-2020,Assam,,,1953804
23-08-2020,Assam,,,1972239
24-08-2020,Assam,,,2000909
25-08-2020,Assam,,,2035216
26-08-2020,Assam,,,2071441
27-08-2020,Assam,,,2106836
28-08-2020,Assam,,,2146938
29-08-2020,Assam,,,2183777
30-08-2020,Assam,,,2217879
31-08-2020,Assam,,,2262827
01-09-2020,Assam,,,2299893
02-09-2020,Assam,,,2347637
03-09-2020,Assam,,,2396483
04-09-2020,Assam,,,2436127
05-09-2020,Assam,,,2471274
06-09-2020,Assam,,,2494610
07-09-2020,Assam,,,2533221
08-09-2020,Assam,,,2567683
09-09-2020,Assam,,,2599245
10-09-2020,Assam,,,2634614
11-09-2020,Assam,,,2671027
12-09-2020,Assam,,,2702280
13-09-2020,Assam,,,2717795
14-09-2020,Assam,,,2750037
15-09-2020,Assam,,,2782807
16-09-2020,Assam,,,2815285
17-09-2020,Assam,,,2835842
18-09-2020,Assam,,,2871869
19-09-2020,Assam,,,2907044
20-09-2020,Assam,,,2926362
21-09-2020,Assam,,,2961965
05-04-2020,Bihar,2299,32,3037
08-04-2020,Bihar,,38,4596
09-04-2020,Bihar,,43,4991
10-04-2020,Bihar,,60,5457
11-04-2020,Bihar,,61,6250
12-04-2020,Bihar,,64,6703
13-04-2020,Bihar,,65,7263
14-04-2020,Bihar,,62,7727
15-04-2020,Bihar,,66,8263
16-04-2020,Bihar,,72,8846
17-04-2020,Bihar,,83,9486
18-04-2020,Bihar,,85,10130
19-04-2020,Bihar,,92,10745
20-04-2020,Bihar,,96,11319
21-04-2020,Bihar,,115,11999
22-04-2020,Bihar,,136,12978
23-04-2020,Bihar,,148,13785
24-04-2020,Bihar,,176,14924
25-04-2020,Bihar,,238,15885
26-04-2020,Bihar,,255,17041
27-04-2020,Bihar,,328,18179
28-04-2020,Bihar,,346,19790
29-04-2020,Bihar,,383,21180
30-04-2020,Bihar,,409,22672
01-05-2020,Bihar,,466,24118
02-05-2020,Bihar,,476,25724
03-05-2020,Bihar,,485,26951
04-05-2020,Bihar,,525,28345
05-05-2020,Bihar,,529,28791
06-05-2020,Bihar,,539,29328
07-05-2020,Bihar,,547,29841
08-05-2020,Bihar,,564,30320
09-05-2020,Bihar,,585,31552
10-05-2020,Bihar,,653,32670
11-05-2020,Bihar,,714,34662
12-05-2020,Bihar,,796,37430
13-05-2020,Bihar,,909,39149
14-05-2020,Bihar,,970,40782
15-05-2020,Bihar,,1010,42645
16-05-2020,Bihar,,1083,44340
17-05-2020,Bihar,,1193,45729
18-05-2020,Bihar,,1391,46996
19-05-2020,Bihar,,1495,50563
20-05-2020,Bihar,,1607,53361
21-05-2020,Bihar,,1881,55692
22-05-2020,Bihar,,2098,58481
23-05-2020,Bihar,,2344,61220
24-05-2020,Bihar,,2507,63741
27-05-2020,Bihar,,3010,68262
28-05-2020,Bihar,,3106,70275
29-05-2020,Bihar,,3276,72256
30-05-2020,Bihar,,3511,73929
31-05-2020,Bihar,,3692,75737
01-06-2020,Bihar,,3872,78090
02-06-2020,Bihar,,4049,81413
03-06-2020,Bihar,,4273,84729
04-06-2020,Bihar,,4420,88313
05-06-2020,Bihar,,4551,91903
06-06-2020,Bihar,,4745,95473
07-06-2020,Bihar,,4972,99108
08-06-2020,Bihar,,5176,102318
09-06-2020,Bihar,,5364,105588
10-06-2020,Bihar,,5583,109483
11-06-2020,Bihar,,5807,113225
12-06-2020,Bihar,,6043,116671
13-06-2020,Bihar,,6183,120086
14-06-2020,Bihar,,6355,123629
15-06-2020,Bihar,,6581,127126
16-06-2020,Bihar,,6736,130783
17-06-2020,Bihar,,6889,134402
18-06-2020,Bihar,,6993,139584
19-06-2020,Bihar,,7178,145562
20-06-2020,Bihar,,7380,151148
21-06-2020,Bihar,,7602,156926
22-06-2020,Bihar,,7808,163476
23-06-2020,Bihar,,7974,169401
24-06-2020,Bihar,,8180,175103
25-06-2020,Bihar,,8381,181737
26-06-2020,Bihar,,8611,189643
27-06-2020,Bihar,,8859,198385
28-06-2020,Bihar,,9117,205832
29-06-2020,Bihar,,9506,212659
30-06-2020,Bihar,,9744,220890
01-07-2020,Bihar,,10075,228689
02-07-2020,Bihar,,10392,235980
03-07-2020,Bihar,,10911,243167
04-07-2020,Bihar,,11457,251097
05-07-2020,Bihar,,11860,257896
06-07-2020,Bihar,,12140,264109
07-07-2020,Bihar,,12525,269277
08-07-2020,Bihar,,13274,275554
09-07-2020,Bihar,,13978,284059
10-07-2020,Bihar,,14330,291654
11-07-2020,Bihar,,15039,300762
12-07-2020,Bihar,,16305,310013
13-07-2020,Bihar,,17421,319142
14-07-2020,Bihar,,18853,329160
15-07-2020,Bihar,,20173,337212
16-07-2020,Bihar,,21558,347457
17-07-2020,Bihar,,23300,357730
18-07-2020,Bihar,,24967,368232
19-07-2020,Bihar,,26379,378508
20-07-2020,Bihar,,27455,388626
21-07-2020,Bihar,,28564,398929
22-07-2020,Bihar,,30066,409088
23-07-2020,Bihar,,31691,419208
24-07-2020,Bihar,,33511,429664
25-07-2020,Bihar,,36314,442125
26-07-2020,Bihar,,38919,456324
27-07-2020,Bihar,,41111,470560
28-07-2020,Bihar,,43591,486835
29-07-2020,Bihar,,45919,504629
30-07-2020,Bihar,,48001,525430
31-07-2020,Bihar,,50987,548172
01-08-2020,Bihar,,54508,576796
02-08-2020,Bihar,,57270,612415
03-08-2020,Bihar,,59567,648939
04-08-2020,Bihar,,62301,687154
05-08-2020,Bihar,,64732,739078
06-08-2020,Bihar,,68148,799332
07-08-2020,Bihar,,71794,870852
08-08-2020,Bihar,,75786,946278
09-08-2020,Bihar,,79720,1021906
10-08-2020,Bihar,,82741,1097252
11-08-2020,Bihar,,86812,1180566
12-08-2020,Bihar,,90553,1272980
13-08-2020,Bihar,,,1377432
14-08-2020,Bihar,,,1498752
15-08-2020,Bihar,,,1612250
16-08-2020,Bihar,,,1679462
17-08-2020,Bihar,,,1787189
18-08-2020,Bihar,,,1899970
19-08-2020,Bihar,,,2008149
20-08-2020,Bihar,,,2116094
21-08-2020,Bihar,,,2228516
22-08-2020,Bihar,,,2331461
23-08-2020,Bihar,,,2432497
24-08-2020,Bihar,,,2494712
25-08-2020,Bihar,,,2570097
26-08-2020,Bihar,,,2672687
27-08-2020,Bihar,,,2777160
28-08-2020,Bihar,,,2882926
29-08-2020,Bihar,,,2989407
30-08-2020,Bihar,,,3097137
31-08-2020,Bihar,,,3187161
01-09-2020,Bihar,,,3302720
02-09-2020,Bihar,,,3430124
03-09-2020,Bihar,,,3571055
04-09-2020,Bihar,,,3721250
05-09-2020,Bihar,,,3871733
06-09-2020,Bihar,,,4022766
07-09-2020,Bihar,,,4175922
08-09-2020,Bihar,,,4328593
09-09-2020,Bihar,,,4450714
10-09-2020,Bihar,,,4562913
11-09-2020,Bihar,,,4667987
12-09-2020,Bihar,,,4773917
13-09-2020,Bihar,,,4884417
14-09-2020,Bihar,,,4986747
15-09-2020,Bihar,,,5094239
16-09-2020,Bihar,,,5202209
17-09-2020,Bihar,,,5307337
18-09-2020,Bihar,,,5399493
19-09-2020,Bihar,,,5523825
20-09-2020,Bihar,,,5700336
21-09-2020,Bihar,,,5873939
02-04-2020,Chandigarh,98,18,124
08-04-2020,Chandigarh,162,18,184
10-04-2020,Chandigarh,199,19,223
11-04-2020,Chandigarh,223,19,264
12-04-2020,Chandigarh,247,21,279
13-04-2020,Chandigarh,263,21,296
14-04-2020,Chandigarh,285,21,309
15-04-2020,Chandigarh,293,21,317
16-04-2020,Chandigarh,315,21,337
17-04-2020,Chandigarh,335,21,358
18-04-2020,Chandigarh,348,23,381
19-04-2020,Chandigarh,388,26,430
20-04-2020,Chandigarh,417,26,453
21-04-2020,Chandigarh,445,27,497
22-04-2020,Chandigarh,492,27,529
23-04-2020,Chandigarh,557,27,599
24-04-2020,Chandigarh,603,27,638
25-04-2020,Chandigarh,668,28,734
26-04-2020,Chandigarh,677,30,756
27-04-2020,Chandigarh,777,40,843
28-04-2020,Chandigarh,857,56,924
29-04-2020,Chandigarh,922,67,1012
30-04-2020,Chandigarh,1022,74,1147
01-05-2020,Chandigarh,1131,88,1252
02-05-2020,Chandigarh,1339,94,1462
03-05-2020,Chandigarh,1491,97,1616
04-05-2020,Chandigarh,1545,102,1678
05-05-2020,Chandigarh,1576,115,1713
06-05-2020,Chandigarh,1641,120,1785
07-05-2020,Chandigarh,1698,129,1845
08-05-2020,Chandigarh,1748,146,1913
09-05-2020,Chandigarh,1871,169,2055
10-05-2020,Chandigarh,1947,173,2142
11-05-2020,Chandigarh,1978,173,2177
12-05-2020,Chandigarh,2069,187,2276
13-05-2020,Chandigarh,2206,189,2420
14-05-2020,Chandigarh,2299,191,2505
15-05-2020,Chandigarh,2383,191,2586
16-05-2020,Chandigarh,2513,191,2718
17-05-2020,Chandigarh,2604,191,2812
18-05-2020,Chandigarh,2663,196,2892
19-05-2020,Chandigarh,2783,199,3031
21-05-2020,Chandigarh,3125,216,3369
22-05-2020,Chandigarh,3234,219,3531
23-05-2020,Chandigarh,3390,225,3749
24-05-2020,Chandigarh,3514,238,3904
25-05-2020,Chandigarh,3695,266,4089
26-05-2020,Chandigarh,3828,278,4207
27-05-2020,Chandigarh,3991,279,4332
28-05-2020,Chandigarh,4138,289,4467
29-05-2020,Chandigarh,4222,289,4543
30-05-2020,Chandigarh,4342,289,4654
31-05-2020,Chandigarh,4478,293,4785
01-06-2020,Chandigarh,4495,294,4816
02-06-2020,Chandigarh,4573,301,4902
03-06-2020,Chandigarh,4658,301,4977
04-06-2020,Chandigarh,4735,302,5059
05-06-2020,Chandigarh,4793,309,5121
06-06-2020,Chandigarh,4906,309,5237
07-06-2020,Chandigarh,4977,314,5312
08-06-2020,Chandigarh,5040,318,5385
10-06-2020,Chandigarh,5182,328,5532
11-06-2020,Chandigarh,5267,332,5636
12-06-2020,Chandigarh,5342,334,5708
13-06-2020,Chandigarh,5459,345,5839
14-06-2020,Chandigarh,5563,350,5937
15-06-2020,Chandigarh,5643,357,6027
16-06-2020,Chandigarh,5727,358,6115
17-06-2020,Chandigarh,5830,368,6233
18-06-2020,Chandigarh,5912,373,6315
19-06-2020,Chandigarh,6032,375,6438
20-06-2020,Chandigarh,6162,390,6578
21-06-2020,Chandigarh,6243,404,6677
22-06-2020,Chandigarh,6301,410,6745
23-06-2020,Chandigarh,6390,415,6840
24-06-2020,Chandigarh,6528,420,6981
25-06-2020,Chandigarh,6618,423,7072
26-06-2020,Chandigarh,6746,424,7201
27-06-2020,Chandigarh,6883,427,7342
28-06-2020,Chandigarh,6992,429,7455
29-06-2020,Chandigarh,7083,434,7548
30-06-2020,Chandigarh,7219,440,7689
01-07-2020,Chandigarh,7317,446,7792
02-07-2020,Chandigarh,7457,450,7938
03-07-2020,Chandigarh,7591,454,8074
04-07-2020,Chandigarh,7717,459,8209
05-07-2020,Chandigarh,7922,466,8419
06-07-2020,Chandigarh,8007,487,8528
07-07-2020,Chandigarh,8137,492,8669
08-07-2020,Chandigarh,8267,507,8833
09-07-2020,Chandigarh,8518,523,9096
10-07-2020,Chandigarh,8672,536,9253
11-07-2020,Chandigarh,8803,549,9405
12-07-2020,Chandigarh,8966,559,9571
13-07-2020,Chandigarh,9094,588,9722
14-07-2020,Chandigarh,9192,600,9834
15-07-2020,Chandigarh,9385,619,10050
16-07-2020,Chandigarh,9560,635,10244
17-07-2020,Chandigarh,9744,660,10457
18-07-2020,Chandigarh,10024,691,10773
19-07-2020,Chandigarh,10180,717,10959
20-07-2020,Chandigarh,10277,739,11075
21-07-2020,Chandigarh,10468,751,11271
22-07-2020,Chandigarh,10719,780,11547
23-07-2020,Chandigarh,10930,800,11780
24-07-2020,Chandigarh,11159,823,12030
25-07-2020,Chandigarh,11450,852,12358
26-07-2020,Chandigarh,11665,887,12608
27-07-2020,Chandigarh,11816,910,12786
28-07-2020,Chandigarh,12076,934,13069
29-07-2020,Chandigarh,12284,978,13327
30-07-2020,Chandigarh,12601,1016,13683
31-07-2020,Chandigarh,12838,1051,13959
01-08-2020,Chandigarh,13090,1079,14239
02-08-2020,Chandigarh,13304,1117,14493
03-08-2020,Chandigarh,13541,1159,14778
04-08-2020,Chandigarh,13833,1206,15116
05-08-2020,Chandigarh,14264,1270,15611
06-08-2020,Chandigarh,14623,1327,16034
07-08-2020,Chandigarh,15138,1374,16596
08-08-2020,Chandigarh,15560,1426,17067
09-08-2020,Chandigarh,15910,1515,17510
10-08-2020,Chandigarh,16246,1595,17928
11-08-2020,Chandigarh,16865,,18625
12-08-2020,Chandigarh,17302,,19141
13-08-2020,Chandigarh,17662,1842,19593
14-08-2020,Chandigarh,18042,1928,20060
15-08-2020,Chandigarh,18419,2009,20520
16-08-2020,Chandigarh,18864,,21060
17-08-2020,Chandigarh,19244,,21563
18-08-2020,Chandigarh,19787,2305,22198
19-08-2020,Chandigarh,20210,,22730
20-08-2020,Chandigarh,20735,,23374
21-08-2020,Chandigarh,21280,,24064
22-08-2020,Chandigarh,21764,,24693
23-08-2020,Chandigarh,22086,,25203
24-08-2020,Chandigarh,22411,,25645
25-08-2020,Chandigarh,22934,,26348
26-08-2020,Chandigarh,23480,,27076
27-08-2020,Chandigarh,23783,,27567
28-08-2020,Chandigarh,24365,,28337
29-08-2020,Chandigarh,24885,,29118
30-08-2020,Chandigarh,25460,,29864
31-08-2020,Chandigarh,25742,,30377
01-09-2020,Chandigarh,26440,,31268
02-09-2020,Chandigarh,27067,,32134
03-09-2020,Chandigarh,27664,,33007
04-09-2020,Chandigarh,28085,,33572
05-09-2020,Chandigarh,28480,,34369
06-09-2020,Chandigarh,29168,,35288
07-09-2020,Chandigarh,29712,,36079
08-09-2020,Chandigarh,30326,,37070
09-09-2020,Chandigarh,34475,,41440
10-09-2020,Chandigarh,36448,,43701
11-09-2020,Chandigarh,37772,,45336
12-09-2020,Chandigarh,39483,,47306
13-09-2020,Chandigarh,41168,,49451
14-09-2020,Chandigarh,43171,,51718
15-09-2020,Chandigarh,45464,,54371
16-09-2020,Chandigarh,47205,,56490
17-09-2020,Chandigarh,48088,,57679
18-09-2020,Chandigarh,49088,,58937
19-09-2020,Chandigarh,50164,,60311
20-09-2020,Chandigarh,52389,,62834
21-09-2020,Chandigarh,53951,,64625
02-04-2020,Chhattisgarh,921,9,1232
10-04-2020,Chhattisgarh,3322,18,3473
11-04-2020,Chhattisgarh,3503,18,3858
12-04-2020,Chhattisgarh,3856,31,3945
13-04-2020,Chhattisgarh,3969,31,4377
14-04-2020,Chhattisgarh,4319,33,4812
15-04-2020,Chhattisgarh,4878,33,5122
16-04-2020,Chhattisgarh,5168,33,5519
17-04-2020,Chhattisgarh,5484,36,5776
18-04-2020,Chhattisgarh,5484,36,5776
19-04-2020,Chhattisgarh,6086,36,6675
20-04-2020,Chhattisgarh,7029,36,7601
21-04-2020,Chhattisgarh,7555,36,8272
22-04-2020,Chhattisgarh,8296,36,9220
23-04-2020,Chhattisgarh,9206,36,10346
24-04-2020,Chhattisgarh,10213,36,11386
25-04-2020,Chhattisgarh,11168,37,12596
26-04-2020,Chhattisgarh,12406,37,13786
27-04-2020,Chhattisgarh,13882,37,14987
28-04-2020,Chhattisgarh,14953,38,15737
29-04-2020,Chhattisgarh,15658,38,16546
30-04-2020,Chhattisgarh,16602,40,17541
01-05-2020,Chhattisgarh,17199,43,18039
03-05-2020,Chhattisgarh,18848,57,19902
05-05-2020,Chhattisgarh,20300,58,21323
06-05-2020,Chhattisgarh,20873,59,22188
08-05-2020,Chhattisgarh,22509,59,23629
09-05-2020,Chhattisgarh,23326,59,24506
10-05-2020,Chhattisgarh,24186,59,25282
12-05-2020,Chhattisgarh,25741,59,27339
13-05-2020,Chhattisgarh,27012,59,28837
14-05-2020,Chhattisgarh,28234,59,29697
15-05-2020,Chhattisgarh,29812,66,31341
16-05-2020,Chhattisgarh,31275,67,32678
18-05-2020,Chhattisgarh,34656,93,36606
19-05-2020,Chhattisgarh,36586,100,39010
21-05-2020,Chhattisgarh,42618,128,45522
22-05-2020,Chhattisgarh,45022,172,48116
23-05-2020,Chhattisgarh,46894,214,49763
25-05-2020,Chhattisgarh,52598,292,55022
26-05-2020,Chhattisgarh,55539,360,57479
27-05-2020,Chhattisgarh,57283,364,59320
28-05-2020,Chhattisgarh,59585,398,61771
29-05-2020,Chhattisgarh,62983,415,63992
30-05-2020,Chhattisgarh,64762,447,66417
31-05-2020,Chhattisgarh,67268,492,69152
01-06-2020,Chhattisgarh,69361,539,70726
02-06-2020,Chhattisgarh,71218,556,73198
03-06-2020,Chhattisgarh,73706,626,76446
04-06-2020,Chhattisgarh,75519,756,78971
05-06-2020,Chhattisgarh,78134,863,81773
06-06-2020,Chhattisgarh,80477,923,85346
07-06-2020,Chhattisgarh,84344,1073,88896
08-06-2020,Chhattisgarh,86719,1160,92598
09-06-2020,Chhattisgarh,89914,1211,93059
10-06-2020,Chhattisgarh,92049,1262,94576
11-06-2020,Chhattisgarh,93903,1398,96230
12-06-2020,Chhattisgarh,95965,1429,98603
13-06-2020,Chhattisgarh,,1512,101554
14-06-2020,Chhattisgarh,,1549,103895
15-06-2020,Chhattisgarh,,1715,107172
16-06-2020,Chhattisgarh,,1784,110062
17-06-2020,Chhattisgarh,,1864,113613
18-06-2020,Chhattisgarh,,1946,116329
19-06-2020,Chhattisgarh,115197,2018,120523
20-06-2020,Chhattisgarh,,2076,123983
21-06-2020,Chhattisgarh,121044,2273,126246
22-06-2020,Chhattisgarh,124679,2302,129731
23-06-2020,Chhattisgarh,127831,2356,133753
24-06-2020,Chhattisgarh,132332,2419,137400
25-06-2020,Chhattisgarh,,2456,142090
26-06-2020,Chhattisgarh,,2545,144828
27-06-2020,Chhattisgarh,,2602,152874
28-06-2020,Chhattisgarh,,2694,154526
29-06-2020,Chhattisgarh,,2761,156386
30-06-2020,Chhattisgarh,,2858,160650
01-07-2020,Chhattisgarh,,2940,163662
02-07-2020,Chhattisgarh,,3013,166656
03-07-2020,Chhattisgarh,,3065,177554
04-07-2020,Chhattisgarh,,3133,179782
05-07-2020,Chhattisgarh,,3207,182636
06-07-2020,Chhattisgarh,,3305,185399
07-07-2020,Chhattisgarh,,3415,189038
08-07-2020,Chhattisgarh,,3491,191938
09-07-2020,Chhattisgarh,,3679,196150
10-07-2020,Chhattisgarh,,3806,200006
11-07-2020,Chhattisgarh,,3897,204932
12-07-2020,Chhattisgarh,,4081,209864
13-07-2020,Chhattisgarh,,4265,213395
14-07-2020,Chhattisgarh,,4379,217433
15-07-2020,Chhattisgarh,,4556,222113
16-07-2020,Chhattisgarh,,4754,225913
17-07-2020,Chhattisgarh,,4976,232873
18-07-2020,Chhattisgarh,,5246,238890
19-07-2020,Chhattisgarh,,5407,244937
20-07-2020,Chhattisgarh,,5598,250016
21-07-2020,Chhattisgarh,,5731,254185
22-07-2020,Chhattisgarh,,5968,260227
23-07-2020,Chhattisgarh,,6254,268285
24-07-2020,Chhattisgarh,,6731,274660
25-07-2020,Chhattisgarh,,7087,280964
26-07-2020,Chhattisgarh,,7489,286291
27-07-2020,Chhattisgarh,,7863,292627
28-07-2020,Chhattisgarh,,8257,297481
29-07-2020,Chhattisgarh,,8515,302506
30-07-2020,Chhattisgarh,,8775,310696
31-07-2020,Chhattisgarh,,9086,316127
01-08-2020,Chhattisgarh,,9385,323692
02-08-2020,Chhattisgarh,,9608,331268
03-08-2020,Chhattisgarh,,9800,334709
04-08-2020,Chhattisgarh,,10109,340043
05-08-2020,Chhattisgarh,,10407,345250
06-08-2020,Chhattisgarh,,10932,352681
07-08-2020,Chhattisgarh,,11328,359857
08-08-2020,Chhattisgarh,,11743,366957
09-08-2020,Chhattisgarh,,12148,371706
10-08-2020,Chhattisgarh,,12502,381018
11-08-2020,Chhattisgarh,,12938,388852
12-08-2020,Chhattisgarh,,,394141
13-08-2020,Chhattisgarh,,13960,402390
14-08-2020,Chhattisgarh,,14481,409693
15-08-2020,Chhattisgarh,,14987,414328
16-08-2020,Chhattisgarh,,15471,419658
17-08-2020,Chhattisgarh,,15993,427209
18-08-2020,Chhattisgarh,,16726,436180
19-08-2020,Chhattisgarh,,17485,445420
20-08-2020,Chhattisgarh,,,455106
21-08-2020,Chhattisgarh,,19459,468099
22-08-2020,Chhattisgarh,,,477974
23-08-2020,Chhattisgarh,,,483989
24-08-2020,Chhattisgarh,,,494081
25-08-2020,Chhattisgarh,,,505193
26-08-2020,Chhattisgarh,,,519678
27-08-2020,Chhattisgarh,,,533691
28-08-2020,Chhattisgarh,,,548182
29-08-2020,Chhattisgarh,,,560273
30-08-2020,Chhattisgarh,,,571177
31-08-2020,Chhattisgarh,,,582540
01-09-2020,Chhattisgarh,,,596544
02-09-2020,Chhattisgarh,,,609578
03-09-2020,Chhattisgarh,,,615568
04-09-2020,Chhattisgarh,,,634702
05-09-2020,Chhattisgarh,,,653608
06-09-2020,Chhattisgarh,,,669541
07-09-2020,Chhattisgarh,,,681978
08-09-2020,Chhattisgarh,,,700529
09-09-2020,Chhattisgarh,,,719630
10-09-2020,Chhattisgarh,,,737334
11-09-2020,Chhattisgarh,,,756163
12-09-2020,Chhattisgarh,,,772134
13-09-2020,Chhattisgarh,,,784483
14-09-2020,Chhattisgarh,,,806045
15-09-2020,Chhattisgarh,,,827074
16-09-2020,Chhattisgarh,,,846663
17-09-2020,Chhattisgarh,,,872584
18-09-2020,Chhattisgarh,,,904770
19-09-2020,Chhattisgarh,,,918455
20-09-2020,Chhattisgarh,,,929701
21-09-2020,Chhattisgarh,,,942303
09-04-2020,Dadra and Nagar Haveli and Daman and Diu,80,0,80
10-04-2020,Dadra and Nagar Haveli and Daman and Diu,130,0,130
11-04-2020,Dadra and Nagar Haveli and Daman and Diu,211,0,211
15-04-2020,Dadra and Nagar Haveli and Daman and Diu,356,0,356
16-04-2020,Dadra and Nagar Haveli and Daman and Diu,382,0,382
21-04-2020,Dadra and Nagar Haveli and Daman and Diu,474,0,474
22-04-2020,Dadra and Nagar Haveli and Daman and Diu,674,0,674
23-04-2020,Dadra and Nagar Haveli and Daman and Diu,913,0,913
25-04-2020,Dadra and Nagar Haveli and Daman and Diu,1386,0,1386
26-04-2020,Dadra and Nagar Haveli and Daman and Diu,1901,0,1901
27-04-2020,Dadra and Nagar Haveli and Daman and Diu,2379,0,2379
29-04-2020,Dadra and Nagar Haveli and Daman and Diu,2921,0,2921
30-04-2020,Dadra and Nagar Haveli and Daman and Diu,3464,0,3464
01-05-2020,Dadra and Nagar Haveli and Daman and Diu,4003,0,4003
03-05-2020,Dadra and Nagar Haveli and Daman and Diu,4328,0,4328
04-05-2020,Dadra and Nagar Haveli and Daman and Diu,4434,0,4434
05-05-2020,Dadra and Nagar Haveli and Daman and Diu,4780,1,4781
06-05-2020,Dadra and Nagar Haveli and Daman and Diu,4966,1,4967
07-05-2020,Dadra and Nagar Haveli and Daman and Diu,5271,1,5272
08-05-2020,Dadra and Nagar Haveli and Daman and Diu,5429,1,5430
10-05-2020,Dadra and Nagar Haveli and Daman and Diu,5580,1,5581
11-05-2020,Dadra and Nagar Haveli and Daman and Diu,5762,1,5763
12-05-2020,Dadra and Nagar Haveli and Daman and Diu,5976,1,5977
13-05-2020,Dadra and Nagar Haveli and Daman and Diu,6293,1,6294
14-05-2020,Dadra and Nagar Haveli and Daman and Diu,6553,1,6554
15-05-2020,Dadra and Nagar Haveli and Daman and Diu,6915,1,6916
17-05-2020,Dadra and Nagar Haveli and Daman and Diu,7156,1,7157
18-05-2020,Dadra and Nagar Haveli and Daman and Diu,7570,1,7571
19-05-2020,Dadra and Nagar Haveli and Daman and Diu,7828,1,7829
20-05-2020,Dadra and Nagar Haveli and Daman and Diu,8136,1,8137
21-05-2020,Dadra and Nagar Haveli and Daman and Diu,8455,1,8456
22-05-2020,Dadra and Nagar Haveli and Daman and Diu,8978,1,8979
23-05-2020,Dadra and Nagar Haveli and Daman and Diu,9296,2,9298
24-05-2020,Dadra and Nagar Haveli and Daman and Diu,9676,2,9678
25-05-2020,Dadra and Nagar Haveli and Daman and Diu,10083,2,10085
